AGE,KIDS,NET WORTH,INCOME,MARRIAGE,TRUE RISK TOLERANCE,RISK TOLERANCE SCORE
56,1,2018017.3579,143771.80121,2,3.091847852039251,Very Low Risk
56,1,1782936.6917,203410.47431,2,3.437630483876049,Very Low Risk
46,4,-21540.43109,85198.104423,1,30.19754267647868,Moderate Risk
46,4,-10148.85696,87328.057034,1,30.96369063699353,Moderate Risk
71,0,45391280.536,2129952.6106,1,0.5317869937935558,Very Low Risk
71,0,59278645.003,2002155.454,1,0.5110678304926581,Very Low Risk
59,0,13538368.06,547397.82092,1,4.754324046409444,Very Low Risk
59,0,11101503.233,546332.84462,1,4.743191319947891,Very Low Risk
59,0,13545617.244,546332.84462,1,4.749076243216785,Very Low Risk
59,0,13896684.847,546332.84462,1,4.741725502044039,Very Low Risk
59,0,14515972.24,547397.82092,1,4.719410018143996,Very Low Risk
48,2,43909.3403,56443.744181,1,13.281397292582843,Low Risk
48,2,43909.3403,56443.744181,1,13.281397292582843,Low Risk
48,2,43805.780536,55378.767875,1,13.155207984000032,Low Risk
48,2,44944.937949,56443.744181,1,13.281397292582843,Low Risk
48,2,44944.937949,55378.767875,1,13.032378986640266,Low Risk
62,0,714458.81777,321622.8442,1,3.091466328327523,Very Low Risk
62,0,733099.57544,321622.8442,1,3.091795755839021,Very Low Risk
62,0,722743.59895,321622.8442,1,3.0913017031889725,Very Low Risk
62,0,738277.56368,321622.8442,1,3.090808181876686,Very Low Risk
62,0,731028.38014,321622.8442,1,3.092290340649764,Very Low Risk
67,0,384724.52645,63898.578318,1,0.9649199929982611,Very Low Risk
67,0,384724.52645,63898.578318,1,0.9655587094511212,Very Low Risk
67,0,384724.52645,63898.578318,1,0.9642818463186668,Very Low Risk
67,0,385760.1241,63898.578318,1,0.9668378299572,Very Low Risk
67,0,384724.52645,63898.578318,1,0.9726206856921378,Very Low Risk
73,0,6613326.5839,142706.82491,1,0.4709400000000348,Very Low Risk
73,0,6613326.5839,141641.8486,1,0.4709400000000348,Very Low Risk
73,0,6613326.5839,141641.8486,1,0.4709400000000348,Very Low Risk
73,0,6613326.5839,141641.8486,1,0.4709400000000348,Very Low Risk
73,0,6613326.5839,141641.8486,1,0.4709400000000348,Very Low Risk
69,0,65032425.539,2711429.6733,1,0.5302236428409783,Very Low Risk
69,0,63937798.824,2711429.6733,1,0.536530956274651,Very Low Risk
51,0,740452.31875,129927.10925,1,6.782865331324932,Very Low Risk
69,0,109659.43501,21299.526106,2,0.696858919073263,Very Low Risk
69,0,111016.06793,21299.526106,2,0.7870812147725591,Very Low Risk
69,0,109887.26649,21299.526106,2,0.7528622026535667,Very Low Risk
52,0,1107053.8863,175721.09037,1,5.52864085482177,Very Low Risk
52,0,1139157.4135,175721.09037,1,5.52864085482177,Very Low Risk
52,0,1189901.6982,175721.09037,1,5.52864085482177,Very Low Risk
40,0,1988968.8439,417470.71168,1,13.957600658091245,Low Risk
40,0,2267751.7309,405755.97232,1,13.307168097619332,Low Risk
59,1,671688.63488,47923.933738,1,1.6331827915896455,Very Low Risk
59,1,672724.23253,46858.957433,1,1.6212245220742851,Very Low Risk
67,0,170355.81319,58573.696791,1,1.356522347398005,Very Low Risk
67,0,170355.81319,58573.696791,1,1.356522347398005,Very Low Risk
67,0,170355.81319,59638.673096,1,1.367790717016707,Very Low Risk
67,0,171391.41084,58573.696791,1,1.361977199816823,Very Low Risk
67,0,170355.81319,58573.696791,1,1.361977199816823,Very Low Risk
49,0,139929.95428,59638.673096,2,13.412991299268036,Low Risk
72,0,521630.5356,26624.407632,2,0.481494039735077,Very Low Risk
72,0,444892.74984,26624.407632,2,0.4817842105263007,Very Low Risk
72,0,584801.99216,26624.407632,2,0.4813438016528841,Very Low Risk
72,0,469850.65317,26624.407632,2,0.4816714285713998,Very Low Risk
72,0,371468.87655,25559.431327,2,0.4823197452229043,Very Low Risk
76,0,21100509.21,985103.0824,1,0.4753260869565218,Very Low Risk
76,0,21100509.21,985103.0824,1,0.4755642504118617,Very Low Risk
76,0,21100509.21,985103.0824,1,0.4754779411764707,Very Low Risk
76,0,21101544.807,985103.0824,1,0.4756697171381032,Very Low Risk
76,0,21101544.807,985103.0824,1,0.4755209187858901,Very Low Risk
42,1,5757.9229262,31949.289159,1,21.71733845673326,Moderate Risk
42,1,1760.5160026,37274.170685,1,25.565649925766728,Moderate Risk
42,1,13576.685173,31949.289159,1,19.31329324695271,Moderate Risk
42,1,32248.510777,34079.241769,1,18.21337909819239,Moderate Risk
64,0,4298765.8393,218320.14259,1,1.0613903823952535,Very Low Risk
64,0,4299801.437,218320.14259,1,1.0537208645984946,Very Low Risk
64,0,268426.91052,14909.668274,2,0.807396659546781,Very Low Risk
64,0,268323.35075,14909.668274,2,0.7364970355731866,Very Low Risk
64,0,268426.91052,14909.668274,2,0.7068438883545247,Very Low Risk
59,0,13806587.851,1107575.3575,1,1.2463256358872157,Very Low Risk
59,0,11871055.846,943569.00649,1,1.2241374575337125,Very Low Risk
59,0,11881411.822,907359.81211,1,1.237495674763357,Very Low Risk
59,0,12457204.115,922269.48038,1,1.1831910463710873,Very Low Risk
59,0,13014355.65,1049001.6607,1,1.2743248390223505,Very Low Risk
57,4,535093.30503,239619.66869,1,4.429373241413467,Very Low Risk
57,4,516659.66688,239619.66869,1,4.518289120243485,Very Low Risk
57,4,535611.10385,239619.66869,1,4.488706245656985,Very Low Risk
57,4,671481.51535,239619.66869,1,3.9907204793834663,Very Low Risk
57,4,607378.0209,239619.66869,1,4.18604289731716,Very Low Risk
48,0,2186664.435,69223.459844,2,5.70888330563869,Very Low Risk
48,0,1457603.6904,69223.459844,2,5.70888330563869,Very Low Risk
48,0,1503169.9869,69223.459844,2,6.206452089323181,Very Low Risk
48,0,1575661.8223,69223.459844,2,5.70888330563869,Very Low Risk
48,0,2182522.0444,69223.459844,2,5.677045609162642,Very Low Risk
34,2,31482.168517,42599.052212,1,16.154323075334815,Moderate Risk
34,2,29928.772044,42599.052212,1,16.154323075334815,Moderate Risk
34,2,27546.897453,42599.052212,1,16.154323075334815,Moderate Risk
34,2,31067.929458,42599.052212,1,16.154323075334815,Moderate Risk
34,2,84090.529066,42599.052212,1,16.154323075334815,Moderate Risk
52,0,438544.53625,33014.265464,2,4.821060502167892,Very Low Risk
69,0,684840.72502,62833.602012,1,0.7360442764938508,Very Low Risk
69,0,684840.72502,62833.602012,1,0.7300014504934635,Very Low Risk
69,0,684840.72502,62833.602012,1,0.7291392642854111,Very Low Risk
69,0,685772.7629,62833.602012,1,0.7304534020702307,Very Low Risk
69,0,685876.32266,62833.602012,1,0.7278947571997048,Very Low Risk
80,1,236355486.94,14142885.334,1,0.4716935782645724,Very Low Risk
80,1,238253737.43,19169573.495,1,0.4685306629377725,Very Low Risk
80,1,230896851.73,16922473.491,1,0.4698972997908318,Very Low Risk
80,1,247028356.3,30426373.042,1,0.4726247923708253,Very Low Risk
80,1,252493205.09,16997021.832,1,0.4702350258033567,Very Low Risk
68,1,53748450.0,7508082.9523,1,2.2124089327583105,Very Low Risk
68,1,53404320.901,7571981.5306,1,2.294835470444059,Very Low Risk
68,1,53199272.567,7614580.5828,1,2.2693168435640905,Very Low Risk
68,1,53220295.199,7582631.2937,1,2.228561951169696,Very Low Risk
68,1,53582236.577,7593281.0567,1,2.2452585784080425,Very Low Risk
66,4,8141868.7133,323752.79681,1,0.6695981393581386,Very Low Risk
66,4,8140833.1156,323752.79681,1,0.6095952584653896,Very Low Risk
66,4,8141868.7133,323752.79681,1,0.6611749249633392,Very Low Risk
38,3,136491.77008,76678.293981,1,28.44209277512117,Moderate Risk
38,3,135456.17244,75613.317676,1,28.23580659884027,Moderate Risk
38,3,136595.32985,76678.293981,1,28.434269090585264,Moderate Risk
38,3,136491.77008,75613.317676,1,28.243419670277017,Moderate Risk
38,3,135559.7322,76678.293981,1,28.434269090585264,Moderate Risk
45,2,408543.27237,134187.01447,1,26.99419100282696,Moderate Risk
45,2,412996.34226,146966.73013,1,28.31602069961448,Moderate Risk
45,2,401811.88766,124602.22772,1,26.07132083284366,Moderate Risk
45,2,410821.5872,138446.91969,1,27.511042760937684,Moderate Risk
45,2,398705.09471,109692.55945,1,24.52085702648188,Moderate Risk
36,0,364633.93207,137381.94338,2,83.08241295268951,Very High Risk
84,0,8074606.646,133441.53105,1,0.5011200577663883,Very Low Risk
64,0,42671801.11,2811537.446,2,0.709363574826767,Very Low Risk
49,2,510342.52123,111822.51206,1,8.460178116706699,Low Risk
49,2,510238.96146,111822.51206,1,8.461022187361298,Low Risk
49,2,512413.71653,111822.51206,1,8.45175982819081,Low Risk
49,2,511378.11888,111822.51206,1,8.460178116706699,Low Risk
49,2,511378.11888,111822.51206,1,8.460178116706699,Low Risk
80,0,73205362.182,2489914.6018,1,0.4707464625841502,Very Low Risk
80,0,61954629.327,3281191.9966,1,0.4761750800771568,Very Low Risk
80,0,34311421.293,3115055.693,1,0.4829527433545367,Very Low Risk
80,0,95715112.671,3708247.495,1,0.4783597835356331,Very Low Risk
80,0,68120577.727,2434535.8339,1,0.4730541451867871,Very Low Risk
30,1,-24906.12345,117147.39358,1,39.55179903848538,High Risk
30,1,-28675.69889,153356.58796,1,45.19956821121032,High Risk
30,1,-18765.02939,145901.75383,1,44.12481673363469,High Risk
30,1,-24201.91705,120342.3225,1,40.06177501503045,High Risk
30,1,-25765.6695,124602.22772,1,40.74672845046033,High Risk
58,0,371158.19726,168266.25624,1,7.917622142760713,Low Risk
34,3,243365.44742,31949.289159,1,12.327071264923976,Low Risk
34,3,242329.84977,37274.170685,1,13.295620004647976,Low Risk
34,3,242329.84977,31949.289159,1,12.327071264923976,Low Risk
72,0,30676473.547,935049.19605,1,0.4551274054291463,Very Low Risk
72,0,30644370.02,935049.19605,1,0.4536138029625129,Very Low Risk
72,0,30716861.855,935049.19605,1,0.453847385473187,Very Low Risk
72,0,30666117.57,935049.19605,1,0.4660026354349081,Very Low Risk
72,0,30655036.675,935049.19605,1,0.4561046342315861,Very Low Risk
48,0,537785.85892,85198.104423,1,7.115325035407395,Low Risk
48,0,537785.85892,85198.104423,1,7.115325035407395,Low Risk
48,0,537785.85892,85198.104423,1,7.115325035407395,Low Risk
48,0,537785.85892,85198.104423,1,7.115325035407395,Low Risk
48,0,537785.85892,85198.104423,1,7.115325035407395,Low Risk
33,2,396219.66035,117147.39358,1,21.862891903438225,Moderate Risk
33,2,395184.0627,117147.39358,1,21.862891903438225,Moderate Risk
33,2,395184.0627,118212.36989,1,21.961893769394763,Moderate Risk
33,2,396219.66035,118212.36989,1,21.961893769394763,Moderate Risk
33,2,396219.66035,118212.36989,1,21.961893769394763,Moderate Risk
67,2,119715.08818,55378.767875,2,0.9680714270558266,Very Low Risk
67,2,94032.266492,55378.767875,2,0.9730580944189936,Very Low Risk
67,2,94342.945787,55378.767875,2,0.9839446919453344,Very Low Risk
67,2,113087.26323,55378.767875,2,0.9652869041905618,Very Low Risk
67,2,111844.54605,55378.767875,2,0.9780634371123382,Very Low Risk
41,2,7922.3220118,33014.265464,2,20.434075063211303,Moderate Risk
41,2,7922.3220118,33014.265464,2,20.434075063211303,Moderate Risk
41,2,6876.3683867,33014.265464,2,20.43529045995325,Moderate Risk
41,2,6876.3683867,33014.265464,2,20.707750725460407,Moderate Risk
41,2,6876.3683867,33014.265464,2,20.43529045995325,Moderate Risk
29,2,252478.70673,87328.057034,1,42.08192915720481,High Risk
29,2,207015.96995,87328.057034,1,41.49007435263714,High Risk
29,2,234977.10647,86263.080729,1,42.15178648408491,High Risk
29,2,236841.18223,86263.080729,1,42.29776831688295,High Risk
29,2,290795.81973,86263.080729,1,41.90645710926127,High Risk
51,2,1145888.7982,246009.52652,1,25.95822618240671,Moderate Risk
51,2,1155623.4161,246009.52652,1,25.752945565074228,Moderate Risk
51,2,1150756.1071,247074.50283,1,25.82778531311159,Moderate Risk
51,2,1148270.6728,247074.50283,1,26.124767692378583,Moderate Risk
51,2,1153966.4598,247074.50283,1,25.821474192695824,Moderate Risk
63,0,1013228.7394,63898.578318,1,1.0617697196759517,Very Low Risk
63,0,1013228.7394,63898.578318,1,1.0617697196759517,Very Low Risk
63,0,1014160.7773,63898.578318,1,1.0620441036475772,Very Low Risk
63,0,1014264.337,63898.578318,1,1.0620441036475772,Very Low Risk
63,0,1013228.7394,63898.578318,1,1.0617697196759517,Very Low Risk
42,0,187080.71522,43664.028517,2,10.647748567407206,Low Risk
42,0,189151.91052,43664.028517,2,10.539654769624192,Low Risk
42,0,189151.91052,43664.028517,2,10.647748567407206,Low Risk
42,0,188116.31287,43664.028517,2,10.539654769624192,Low Risk
42,0,186148.67734,43664.028517,2,10.647748567407206,Low Risk
47,3,24257839.321,5442028.92,1,16.936202863395792,Moderate Risk
47,3,28690197.257,5601775.3658,1,17.760097982986785,Moderate Risk
47,3,24287871.653,5559176.3136,1,17.68149377679304,Moderate Risk
77,0,428426.74722,60171.161249,1,2.478970588249653,Very Low Risk
78,1,52361888.308,1915892.3732,1,0.4635793481286194,Very Low Risk
78,1,73005491.835,1925477.16,1,0.4751106174644595,Very Low Risk
78,1,55194247.877,1922282.2311,1,0.5011614206349273,Very Low Risk
78,1,73496365.121,1912697.4443,1,0.4886552922016193,Very Low Risk
78,1,107333482.69,1925477.16,1,0.4736508347640052,Very Low Risk
61,1,1041811.2345,174656.11407,1,2.266032837589968,Very Low Risk
61,1,1041811.2345,175721.09037,1,2.270316685520049,Very Low Risk
61,1,1041811.2345,173591.13776,1,2.2612403254263853,Very Low Risk
61,1,1041811.2345,175721.09037,1,2.270316685520049,Very Low Risk
61,1,1041811.2345,174656.11407,1,2.266032837589968,Very Low Risk
36,0,360180.86218,153356.58796,1,79.71529780903361,Very High Risk
56,1,177397.8772,23429.478716,2,2.6601806284573515,Very Low Risk
56,1,179054.83344,23429.478716,2,2.657486701215665,Very Low Risk
56,1,179572.63227,22364.502411,2,2.613444069476309,Very Low Risk
56,1,178122.79556,23429.478716,2,2.6570396918262182,Very Low Risk
56,1,178847.71391,23429.478716,2,2.703324091333566,Very Low Risk
70,0,75602770.738,36017498.645,1,0.5135681469496413,Very Low Risk
70,0,85970138.798,38285898.175,1,0.562282679675454,Very Low Risk
70,0,251020585.24,23067386.773,1,0.5338911137141567,Very Low Risk
70,0,166545849.44,27284692.942,1,0.5051184974415607,Very Low Risk
67,0,2564450.4572,166136.30363,1,0.7819765056520429,Very Low Risk
67,0,2801705.8785,166136.30363,1,0.7591572685746824,Very Low Risk
67,0,2687790.1372,167201.27993,1,0.7692630196232417,Very Low Risk
39,0,236240.5356,107562.60683,2,30.81506663013573,Moderate Risk
39,0,347360.16329,106497.63053,2,30.38017876606876,Moderate Risk
39,0,243593.2789,107562.60683,2,30.806718083803244,Moderate Risk
39,0,291541.45003,106497.63053,2,29.53837513671653,Moderate Risk
39,0,234583.57936,106497.63053,2,30.452508417187104,Moderate Risk
50,5,2986663.6185,135251.99077,1,16.512131208563744,Moderate Risk
64,1,451655.20248,53248.815265,1,1.3921083667013137,Very Low Risk
64,1,421633.22665,53248.815265,1,1.3921083667013137,Very Low Risk
64,1,402557.51796,53248.815265,1,1.3921083667013137,Very Low Risk
64,1,436121.23775,53248.815265,1,1.3921083667013137,Very Low Risk
64,1,394666.26388,53248.815265,1,1.3921083667013137,Very Low Risk
95,0,78772735.14,2076703.7953,2,0.4704624999998769,Very Low Risk
95,0,78772735.14,1948906.6387,2,0.4704624999998769,Very Low Risk
95,0,78772735.14,2119302.8475,2,0.4704624999998769,Very Low Risk
95,0,78772735.14,2002155.454,2,0.4704624999998769,Very Low Risk
95,0,78772735.14,1980855.9278,2,0.4704624999998769,Very Low Risk
50,1,1632412.5735,439835.21409,1,12.528670401180635,Low Risk
39,1,1856826.5839,532488.15265,1,16.380089822781038,Moderate Risk
39,1,1855790.9863,532488.15265,1,16.380089822781038,Moderate Risk
39,1,1855790.9863,532488.15265,1,16.380089822781038,Moderate Risk
39,1,1855790.9863,532488.15265,1,16.380089822781038,Moderate Risk
39,1,1855790.9863,532488.15265,1,16.380089822781038,Moderate Risk
30,2,3935.2710647,34079.241769,2,56.71366291836805,High Risk
30,2,3935.2710647,34079.241769,2,55.902706369336585,High Risk
30,2,3935.2710647,35144.218075,2,55.9883119661474,High Risk
30,2,3935.2710647,34079.241769,2,55.902706369336585,High Risk
30,2,3935.2710647,35144.218075,2,55.9883119661474,High Risk
56,0,25294472.567,6081014.7032,1,7.101494137342753,Low Risk
56,0,27172011.104,5324881.5265,1,6.260282751602901,Very Low Risk
56,0,27712593.076,5079936.9762,1,5.753283007235157,Very Low Risk
56,0,26411882.43,5686973.4703,1,6.264586310236091,Very Low Risk
55,0,4292552.2534,204475.45062,2,2.924651026750654,Very Low Risk
55,0,4291516.6558,195955.64017,2,2.873705648972484,Very Low Risk
55,0,4292552.2534,176786.06668,2,2.759151203177412,Very Low Risk
55,0,4291516.6558,161876.3984,2,2.675281318862769,Very Low Risk
41,2,504336.05487,102237.72531,1,12.147754571387871,Low Risk
41,2,504336.05487,102237.72531,1,12.147754571387871,Low Risk
41,2,503300.45722,101172.749,1,12.088316920738336,Low Risk
41,2,503300.45722,101172.749,1,12.088316920738336,Low Risk
41,2,504336.05487,102237.72531,1,12.147754571387871,Low Risk
61,0,121012692.03,9361141.7235,1,7.216344318787092,Low Risk
52,1,2285564.0105,272633.93416,1,3.7633760335306334,Very Low Risk
52,1,2284528.4128,272633.93416,1,3.7693475367047946,Very Low Risk
52,1,2284528.4128,272633.93416,1,3.7633760335306334,Very Low Risk
52,1,2284528.4128,272633.93416,1,3.7633760335306334,Very Low Risk
52,1,2284528.4128,272633.93416,1,3.7633760335306334,Very Low Risk
51,4,967910.98628,454744.88236,1,14.05898587133472,Low Risk
51,4,1175299.7714,551657.72614,1,15.075477706623357,Low Risk
64,0,104511375.54,9318542.6713,1,0.9473312131842252,Very Low Risk
64,0,106885793.83,9456989.591,1,0.9273694449256824,Very Low Risk
64,0,111430721.23,9638035.5629,1,0.9208088035069304,Very Low Risk
64,0,64365500.653,6496355.4623,1,1.0264149358434158,Very Low Risk
64,0,71921221.097,7199239.8238,1,0.9955487754436402,Very Low Risk
64,0,81333768.125,8029921.3419,1,0.9615168683774256,Very Low Risk
68,1,8813453.7884,411080.85384,1,0.6990076716512903,Very Low Risk
68,1,8878489.3207,410015.87754,1,0.6991515756871395,Very Low Risk
68,1,8595978.2822,410015.87754,1,0.6990491816456951,Very Low Risk
68,1,8696431.2541,410015.87754,1,0.6988441803896095,Very Low Risk
68,1,8507952.482,411080.85384,1,0.698931547092384,Very Low Risk
29,2,90718.354017,22364.502411,1,35.535313152316846,Moderate Risk
50,1,347753.6904,138446.91969,1,8.830735964204376,Low Risk
50,1,370640.39843,138446.91969,1,9.034485570993546,Low Risk
50,1,327041.73743,138446.91969,1,8.98857998034532,Low Risk
50,1,390213.19399,138446.91969,1,8.750204143491624,Low Risk
50,1,350756.92358,138446.91969,1,8.750204143491624,Low Risk
67,0,2156321.4239,369546.77794,1,1.5588228033540918,Very Low Risk
67,0,2193602.9393,370611.75424,1,1.5092087554733389,Very Low Risk
67,0,2400101.1104,370611.75424,1,1.503500757429653,Very Low Risk
67,0,2443492.6519,370611.75424,1,1.5261799032550636,Very Low Risk
44,1,149902.75963,88393.033339,2,16.972658185874533,Moderate Risk
44,1,68090.545395,88393.033339,2,16.994109581826756,Moderate Risk
44,1,124116.37818,88393.033339,2,16.960153043884297,Moderate Risk
44,1,342627.48204,88393.033339,2,17.1229878359832,Moderate Risk
79,0,226823846.18,8028856.3656,1,0.5246276173959455,Very Low Risk
62,0,15312346.832,2002155.454,1,1.604584874005876,Very Low Risk
62,0,15311311.234,2002155.454,1,1.6022398292767952,Very Low Risk
62,0,15312346.832,2002155.454,1,1.6022398292767952,Very Low Risk
62,0,15312346.832,2002155.454,1,1.6022398292767952,Very Low Risk
62,0,15311311.234,2002155.454,1,1.604584874005876,Very Low Risk
35,1,68660.124102,42599.052212,1,46.5300256396267,High Risk
35,1,68370.15676,42599.052212,1,45.89089684399505,High Risk
35,1,49315.160026,42599.052212,1,47.38709129856305,High Risk
35,1,42480.215545,42599.052212,1,45.95376413634138,High Risk
35,1,52318.393207,42599.052212,1,48.1713699546098,High Risk
66,0,700892.48857,64963.554623,1,0.7954992359956862,Very Low Risk
66,0,716426.4533,63898.578318,1,0.805660742459997,Very Low Risk
66,0,703481.48269,63898.578318,1,0.771926677280611,Very Low Risk
66,0,708141.67211,63898.578318,1,0.8213299321855689,Very Low Risk
66,0,709177.26976,64963.554623,1,0.8068743230131215,Very Low Risk
65,0,5593262.9001,1064976.3053,2,5.777501385620731,Very Low Risk
61,1,39766.949706,62833.602012,2,4.175991165854301,Very Low Risk
61,1,39766.949706,62833.602012,2,4.175991165854301,Very Low Risk
61,1,39766.949706,62833.602012,2,4.206754825162275,Very Low Risk
61,1,39766.949706,62833.602012,2,4.175991165854301,Very Low Risk
61,1,39766.949706,61768.625707,2,4.175063781379315,Very Low Risk
44,2,17752318.452,0.0,1,0.4529097693966284,Very Low Risk
44,2,17033717.244,0.0,1,0.4531128182269772,Very Low Risk
44,2,17842311.888,0.0,1,0.4530295121287334,Very Low Risk
44,2,17222092.456,0.0,1,0.4533521640883461,Very Low Risk
44,2,17050390.366,0.0,1,0.4532405089932261,Very Low Risk
58,0,166814.06924,268374.02893,1,10.058947580399336,Low Risk
58,0,244090.36577,268374.02893,1,8.842706881712278,Low Risk
58,0,185993.33769,268374.02893,1,9.70633762247792,Low Risk
58,0,158933.17113,268374.02893,1,10.204144769254697,Low Risk
58,0,206922.76617,268374.02893,1,8.662743057323102,Low Risk
42,0,226878.73285,37274.170685,1,12.999339803789772,Low Risk
48,3,27236.218158,39404.123296,1,51.80213114140172,High Risk
48,3,27236.218158,39404.123296,1,51.80213114140172,High Risk
48,3,27236.218158,39404.123296,1,51.80213114140172,High Risk
48,3,27236.218158,39404.123296,1,51.80213114140172,High Risk
48,3,27236.218158,39404.123296,1,51.80213114140172,High Risk
56,0,661249.81058,157616.49318,1,7.655594579936146,Low Risk
40,2,175223.12214,90522.98595,1,32.44974931217227,Moderate Risk
40,2,183507.90333,90522.98595,1,32.44974931217227,Moderate Risk
40,2,164867.14566,90522.98595,1,32.44974931217227,Moderate Risk
40,2,164867.14566,90522.98595,1,32.44974931217227,Moderate Risk
40,2,174187.52449,90522.98595,1,32.613971113161924,Moderate Risk
63,0,67417.406924,61768.625707,2,4.626320664998069,Very Low Risk
63,0,54575.996081,63898.578318,2,5.050709144357277,Very Low Risk
63,0,44323.57936,61768.625707,2,4.595986714510085,Very Low Risk
63,0,49605.127368,62833.602012,2,4.609248802954357,Very Low Risk
51,1,266459.27498,97977.820087,1,6.874779657124321,Very Low Risk
51,1,298697.42978,97977.820087,1,6.990728106407939,Very Low Risk
51,1,85824119.53,3759366.3577,1,1.6041642036477368,Very Low Risk
46,0,468918.61528,109692.55945,1,15.186915652959836,Low Risk
46,0,446239.02678,109692.55945,1,15.120065791364368,Low Risk
46,0,489734.12802,109692.55945,1,15.186915652959836,Low Risk
29,0,48776.649249,115017.44097,2,54.614646442644215,High Risk
29,0,48776.649249,115017.44097,2,54.69446100349816,High Risk
29,0,47741.0516,115017.44097,2,54.69550217139079,High Risk
29,0,47741.0516,115017.44097,2,54.697584732257646,High Risk
29,0,48673.089484,115017.44097,2,54.70590907612153,High Risk
57,0,41423.905944,6815.8483539,1,2.5930548779087257,Very Low Risk
57,0,41423.905944,6496.3554623,1,2.5716019986597445,Very Low Risk
54,0,35467148.269,862630.80729,1,1.6035154638407776,Very Low Risk
54,0,36119574.788,960608.62737,1,1.7913392234777965,Very Low Risk
54,0,45553869.366,1042611.8029,1,1.923396840461156,Very Low Risk
55,0,394769.82364,77743.270286,1,7.70499484280745,Low Risk
55,0,394769.82364,78808.246592,1,7.757247645538971,Low Risk
55,0,393734.226,77743.270286,1,7.70499484280745,Low Risk
55,0,392698.62835,77743.270286,1,7.70499484280745,Low Risk
55,0,394769.82364,77743.270286,1,7.70499484280745,Low Risk
55,2,74564.066297,44729.004822,1,4.127076475611279,Very Low Risk
55,2,74564.066297,42599.052212,1,3.8232625272628775,Very Low Risk
55,1,322692.2273,70288.436149,2,6.103912367218335,Very Low Risk
55,1,301255.35598,70288.436149,2,6.24462310925624,Very Low Risk
55,1,301566.03527,62833.602012,2,5.756061867464071,Very Low Risk
56,0,11319082.299,1980855.9278,1,5.158776927930388,Very Low Risk
56,0,15011298.596,1980855.9278,1,3.955284898600572,Very Low Risk
57,0,824335.72828,186690.34632,1,8.090167205995385,Low Risk
57,0,1621435.2384,182110.94821,1,8.290929689496306,Low Risk
57,0,1733694.0235,182110.94821,1,8.016853360193164,Low Risk
57,0,1579389.9739,189991.77286,1,8.327000030235158,Low Risk
51,1,386671.45003,75613.317676,1,5.323213631280424,Very Low Risk
51,1,387137.46897,56443.744181,1,4.593490831910843,Very Low Risk
51,1,371841.6917,67093.507233,1,5.133028676996496,Very Low Risk
51,1,388318.05029,74548.341371,1,5.192210553672696,Very Low Risk
51,0,1545080.6238,248139.47913,2,7.256914529530073,Low Risk
52,0,115676.25735,37274.170685,1,7.572938524406956,Low Risk
52,0,116090.49641,37274.170685,1,8.281835997296561,Low Risk
52,0,117022.53429,38339.146991,1,7.685202772337943,Low Risk
52,0,132660.05879,37274.170685,1,7.927386781555491,Low Risk
52,0,118161.6917,38339.146991,1,7.862426762079605,Low Risk
68,0,150161.65905,23429.478716,2,0.7085358648340698,Very Low Risk
68,0,148918.94187,17039.620885,2,0.7001735655994087,Very Low Risk
68,0,146951.30634,19169.573495,2,0.6953848575258779,Very Low Risk
68,0,150058.09928,22364.502411,2,0.706051298129695,Very Low Risk
68,0,147158.42587,19169.573495,2,0.6953848575258779,Very Low Risk
55,0,13624322.665,1948906.6387,1,8.66848545068975,Low Risk
55,0,13624322.665,2172551.6628,1,9.109297155730626,Low Risk
55,0,13625358.263,1895657.8234,1,8.563541679545814,Low Risk
55,0,13625358.263,2098003.3214,1,8.962352142430781,Low Risk
78,0,11506525.474,377108.1097,1,0.5335011709596176,Very Low Risk
78,0,11507561.071,377108.1097,1,0.5335011709596176,Very Low Risk
78,0,11509632.266,378173.08601,1,0.5335011709596176,Very Low Risk
78,0,11501347.485,377108.1097,1,0.5335011709596176,Very Low Risk
78,0,11502383.083,378173.08601,1,0.5335011709596176,Very Low Risk
63,1,5800589.5493,191695.73495,1,1.7252718486742102,Very Low Risk
63,1,5801728.7067,191695.73495,1,1.7249278449024046,Very Low Risk
63,1,5800589.5493,191695.73495,1,1.7252718486742102,Very Low Risk
63,1,5800589.5493,191695.73495,1,1.7252718486742102,Very Low Risk
63,1,5801728.7067,191695.73495,1,1.7216633106753707,Very Low Risk
28,0,34899.640758,74548.341371,1,43.8969229567737,High Risk
28,0,34899.640758,74548.341371,1,43.98428580607872,High Risk
28,0,34796.080993,74548.341371,1,43.907807705350336,High Risk
28,0,34899.640758,74548.341371,1,44.105481853177,High Risk
28,0,34899.640758,74548.341371,1,44.11656181185323,High Risk
61,0,120440.00653,12779.715664,2,1.3285625458353985,Very Low Risk
61,0,117229.65382,12779.715664,2,1.33092470752559,Very Low Risk
61,0,110705.38863,12779.715664,2,1.3360932777242605,Very Low Risk
61,0,117126.09406,12779.715664,2,1.3683257147875525,Very Low Risk
61,0,123029.00065,12779.715664,2,1.3638530818108028,Very Low Risk
58,2,683390.88831,143771.80121,1,3.6754910797986726,Very Low Risk
57,0,355065.0098,94782.891171,1,3.020531609386447,Very Low Risk
57,0,288921.38798,95847.867476,1,2.791930314569327,Very Low Risk
57,0,609159.24886,84133.128118,1,2.609010115625158,Very Low Risk
57,0,312439.81058,90522.98595,1,2.633577024798804,Very Low Risk
